Homepage,Event source page
https://www.kmseh.gov.tw,https://www.kmseh.gov.tw/03_activity/01_list.php
https://www.kmseh.gov.tw,https://www.kmseh.gov.tw/07_class/online.php
https://www.kmseh.gov.tw,https://www.kmseh.gov.tw/07_class/camp_online.php
https://www.kmseh.gov.tw,https://www.kcg.gov.tw/Calendar.aspx?n=D7B9F1DAF6192D32&sms=19902EF36D6B551D
https://www.library.ntpc.gov.tw,https://www.library.ntpc.gov.tw/htmlcnt/doQueryManyHtmlCntTitleByCategory/003/ActvInfo
https://www.library.ntpc.gov.tw,https://www.library.ntpc.gov.tw/htmlcnt/toquerylist/ActvInfo
https://www.nlpi.edu.tw,https://www.nlpi.edu.tw/ActivityInfoListC001200.aspx?CategoryID=51427678-b22b-452e-9eed-30fc27eb788d&appname=ActivityInfoListC001202
https://www.nlpi.edu.tw,https://www.nlpi.edu.tw/ThemeActivities/Activitys
https://www.nlpi.edu.tw,https://www.nlpi.edu.tw/ActivityInfoListC001200.aspx?appname=ActivityInfoListC001200
https://www.nlpi.edu.tw,https://www.nlpi.edu.tw/MovieList.aspx?appname=MovieList
https://www.nlpi.edu.tw,https://www.nlpi.edu.tw/ActivityInfoListC001200.aspx?CategoryID=9ed304d6-f5bd-493d-aa88-98e6f2b51ab8&appname=ActivityInfoListC001201
https://www.nlpi.edu.tw,https://www.nlpi.edu.tw/ActivityInfoListC001200.aspx?CategoryID=c5c4521e-08ee-46c4-9af7-aa09b70fa60f&appname=ActivityInfoListC001203
https://www.nlpi.edu.tw,https://www.nlpi.edu.tw/ActivityInfoListC001200.aspx?CategoryID=609c9f0b-297e-4b35-85fb-5e990c3120c6&appname=ActivityInfoListC001204
https://www.nlpi.edu.tw,https://ipac.nlpi.edu.tw/exhibition
https://www.nlpi.edu.tw,https://www.nlpi.edu.tw/ActivityInfoListC001210.aspx?appname=ActivityInfoListC001210
https://www.nlpi.edu.tw,https://www.nlpi.edu.tw/ThemeActivities/Activities
https://www.nlpi.edu.tw,https://www.nlpi.edu.tw/ThemeActivities/Activities/BooksDay
https://www.nlpi.edu.tw,https://www.nlpi.edu.tw/ThemeActivities/Activities/HomerunDay
https://www.nlpi.edu.tw,https://www.nlpi.edu.tw/ThemeActivities/Activities/ReadDay
https://www.nlpi.edu.tw,https://activity.nlpi.edu.tw/front/index
https://www.nlpi.edu.tw,https://activity.nlpi.edu.tw/calendar/calendar
https://www.nlpi.edu.tw,https://www.nlpi.edu.tw/ActivitiesListC001100.aspx?appname=ActivitiesListC001100
https://www.nlpi.edu.tw,https://www.nlpi.edu.tw/ActivitiesListC001100.aspx?CategoryID=32eb391c-1486-4ec9-b3cd-7167d6b029a9
https://www.ntm.gov.tw,https://www.ntm.gov.tw/activitysoonlist_316.html
https://www.ntm.gov.tw,https://www.ntm.gov.tw/exhibitionlist_179.html
https://www.ntm.gov.tw,https://www.ntm.gov.tw/exhibitionlist_179.html?Type=PE1
https://www.ntm.gov.tw,https://www.ntm.gov.tw/exhibitionlist_179.html?Type=SP1
https://www.ntm.gov.tw,https://www.ntm.gov.tw/exhibitionlist_182.html
https://www.ntm.gov.tw,https://www.ntm.gov.tw/exhibitionlist_182.html?Type=PE1
https://www.ntm.gov.tw,https://www.ntm.gov.tw/exhibitionlist_182.html?Type=SP1
https://www.ntm.gov.tw,https://www.ntm.gov.tw/exhibitionlist_185.html
https://www.ntm.gov.tw,https://www.ntm.gov.tw/exhibitionlist_185.html?Type=PE1
https://www.ntm.gov.tw,https://www.ntm.gov.tw/exhibitionlist_185.html?Type=SP1
https://www.ntm.gov.tw,https://www.ntm.gov.tw/exhibitionlist_383.html
https://www.ntm.gov.tw,https://www.ntm.gov.tw/exhibitionlist_383.html?Type=PE1
https://www.ntm.gov.tw,https://www.ntm.gov.tw/exhibitionlist_383.html?Type=SP1
https://www.ntm.gov.tw,https://www.ntm.gov.tw/exhibitionlist_380.html
https://www.ntm.gov.tw,https://www.ntm.gov.tw/exhibitionlist_380.html?Type=PE1
https://www.ntm.gov.tw,https://www.ntm.gov.tw/exhibitionlist_380.html?Type=SP1
https://www.ntm.gov.tw,https://www.ntm.gov.tw/activitysoonlist_391.html?Type=L01
https://www.ntm.gov.tw,https://www.ntm.gov.tw/activitysoonlist_392.html?Type=L02
https://www.ntm.gov.tw,https://www.ntm.gov.tw/activitysoonlist_393.html?Type=L033
https://www.ntm.gov.tw,https://www.ntm.gov.tw/activitysoonlist_394.html?Type=L04
https://www.ntm.gov.tw,https://www.ntm.gov.tw/activitysoonlist_395.html?Type=L05
https://www.ntm.gov.tw,https://www.ntm.gov.tw/content_311.html
https://www.typl.gov.tw,https://www.typl.gov.tw/zh-tw/Activity?Filter%5B0%5D=&Filter%5B1%5D=&Filter%5B2%5D=&Filter%5B3%5D=&keyword=
https://www.typl.gov.tw,https://webpac.typl.gov.tw/exhibition
https://www.typl.gov.tw,https://www.typl.gov.tw/Kids/Activity?Filter%5B0%5D=&Filter%5B1%5D=&Filter%5B2%5D=&Filter%5B3%5D=&keyword=
https://www.typl.gov.tw,https://www.typl.gov.tw/Senior/Activity?Filter%5B0%5D=&Filter%5B1%5D=&Filter%5B2%5D=&Filter%5B3%5D=&keyword=
https://www.typl.gov.tw,https://www.typl.gov.tw/zh-tw/News/143
https://yii.tw/,https://yii.tw/taoyuan/events
https://yii.tw/,https://yii.tw/taoyuan/calendar
https://yii.tw/,https://art.turn.tw/taoyuan/events/expo
https://yii.tw/,https://yii.tw/taoyuan/events/music
https://yii.tw/,https://yii.tw/taoyuan/events/drama
https://yii.tw/,https://yii.tw/taoyuan/calendar?from=2023-03-16&to=2023-03-22
https://yii.tw/,https://yii.tw/taoyuan/calendar/expo?from=2023-03-16&to=2023-03-22
https://yii.tw/,https://yii.tw/taoyuan/calendar/music?from=2023-03-16&to=2023-03-22
https://yii.tw/,https://yii.tw/taoyuan/calendar/drama?from=2023-03-16&to=2023-03-22
https://yii.tw/,https://yii.tw/taipei/calendar
https://yii.tw/,https://yii.tw/taipei/calendar/expo?from=2023-03-16&to=2023-03-22
https://yii.tw/,https://yii.tw/taipei/calendar/music?from=2023-03-16&to=2023-03-22
https://yii.tw/,https://yii.tw/taipei/calendar/drama?from=2023-03-16&to=2023-03-22
https://yii.tw/,https://yii.tw/taipei/calendar/expo
https://yii.tw/,https://yii.tw/taipei/calendar/music
https://yii.tw/,https://yii.tw/taipei/calendar/drama
https://yii.tw/,https://yii.tw/keelung/calendar
https://yii.tw/,https://yii.tw/hsinchu/calendar
https://yii.tw/,https://yii.tw/miaoli/calendar
https://yii.tw/,https://yii.tw/taichung/calendar
https://yii.tw/,https://yii.tw/nantou/calendar
https://yii.tw/,https://yii.tw/changhua/calendar
https://yii.tw/,https://yii.tw/yunlin/calendar
https://yii.tw/,https://yii.tw/chiayi/calendar
https://yii.tw/,https://yii.tw/tainan/calendar
https://yii.tw/,https://yii.tw/kaohsiung/calendar
https://yii.tw/,https://yii.tw/pingtung/calendar
https://yii.tw/,https://yii.tw/yilan/calendar
https://yii.tw/,https://yii.tw/hualien/calendar
https://yii.tw/,https://yii.tw/taitung/calendar
https://yii.tw/,https://yii.tw/penghu/calendar
https://yii.tw/,https://yii.tw/kinmen/calendar
https://yii.tw/,https://yii.tw/lienchiang/calendar
https://yii.tw/,https://yii.tw/events
