keyword,rank,適不適合,原因,domain_page,url,title
展覽,19,1,,https://www.songshanculturalpark.org ,https://www.songshanculturalpark.org/exhibition,展演資訊 - 松山文創園區
展覽,20,1,,https://www.ntmofa.gov.tw ,https://www.ntmofa.gov.tw/activitysoonlist_1036.html,國立臺灣美術館-當期展覽
展覽,21,1,,https://www.mocataipei.org.tw ,https://www.mocataipei.org.tw/tw/ExhibitionAndEvent/Exhibitions,Exhibitions 展覽 - Moca Taipei
展覽,22,1,,https://www.npm.gov.tw ,https://www.npm.gov.tw/Exhibition-Preview.aspx?sno=03000061&l=1,展覽預告 - 國立故宮博物院
展覽,23,0,blog,https://travel.yam.com ,https://travel.yam.com/article/129661,2023全台必看展覽懶人包｜米奇、史努比等超夯特展都有！時間
展覽,24,1,,https://event.moc.gov.tw ,https://event.moc.gov.tw/sp.asp?xdurl=ccEvent2016/eventSearchList.asp&ev_start=20180704&ev_end=&dateLimit=&ev_city=&ev_char1=A1&ev_char2=&ev_char3=&stitle=&ev_series_id=&ev_place=&ev_location=&ev_format=&ev_shower=&dept_name=&ev_xx=&currentPage=2&groupingField=ev_city_g;ev_format_g&groupingValue=%E6%A1%83%E5%9C%92%E5%B8%82;%E5%B1%95%E8%A6%BD&ctNode=676&mp=1&pageSize=100,藝文活動查詢結果
展覽,25,1,,https://www.ntl.edu.tw ,https://www.ntl.edu.tw/np.asp?ctNode=1672&CtUnit=109&BaseDSD=57&mp=1,展覽 - 國立臺灣圖書館
展覽,26,0,,https://zh-tw.facebook.com ,https://zh-tw.facebook.com/khamexhibition/,KHAM 玩展覽- Home | Facebook
展覽,27,1,,https://www.nmtl.gov.tw ,https://www.nmtl.gov.tw/activitysoonlist?uid=143,國立臺灣文學館-當期展覽
展覽,28,1,,https://www.tnam.museum ,https://www.tnam.museum/exhibition/current,當期展覽 - 臺南市美術館
展覽,29,1,,https://tickets.books.com.tw ,https://tickets.books.com.tw/search/tag_search.php?tag=%AEi%C4%FD,展覽 - 博客來售票網
展覽,30,0,,https://www.timtos.com.tw ,https://www.timtos.com.tw/zh-tw/index.html,TIMTOS 2023
展覽,31,1,,https://art.turn.tw ,https://art.turn.tw/taoyuan/events/expo,桃園最新展覽活動 - 小藝行事曆
展覽,32,0,展覽資訊不是多個,https://www.topline88.com ,https://www.topline88.com/pages/exhibition,展覽資訊 - 蕙風堂
展覽,33,0,,https://tyfurnitureshow.top-link.com.tw ,https://tyfurnitureshow.top-link.com.tw/page/7328,近期展覽 - 2022桃園巨蛋優良家具展
展覽,34,0,,https://udn.com ,https://udn.com/search/tagging/2/%E5%B1%95%E8%A6%BD,展覽| 搜尋標籤| 聯合新聞網
展覽,35,1,,https://asiamodern.asia.edu.tw ,https://asiamodern.asia.edu.tw/zh_tw/exhibition/now,當期展覽 - 亞洲大學現代美術館
展覽,36,1,,https://montue.ntue.edu.tw ,https://montue.ntue.edu.tw/exhibitions/,當期展覽 - 北師美術館- 國立臺北教育大學
展覽,37,1,,https://www.artcenter.ntpc.gov.tw ,https://www.artcenter.ntpc.gov.tw/xmdoc/cont?xsmsid=0G269628784359062141,展覽廳簡介 - 新北市藝文中心
展覽,38,0,,https://www.touchtaiwan.com ,https://www.touchtaiwan.com/visitorExhibitor.asp,參展商列表-2023 Touch Taiwan系列展 - 智慧顯示展覽會
展覽,39,1,,https://www.ntm.gov.tw ,https://www.ntm.gov.tw/onlineexhibitionlist_189.html,線上展覽 - 國立臺灣博物館
展覽,40,0,,https://www.semicontaiwan.org ,https://www.semicontaiwan.org/zh/about/pavillions,展覽專區 - SEMICON Taiwan
展覽,41,,same,https://www.typl.gov.tw ,https://www.typl.gov.tw/zh-tw,桃園市立圖書館: 首頁
展覽,42,0,,https://edu.law.moe.gov.tw ,https://edu.law.moe.gov.tw/LawContent.aspx?id=FL030579,法規內容-臺灣國際科學展覽會實施要點 - 教育部主管法規查詢系統
展覽,43,0,,https://www.inventaipei.com.tw ,https://www.inventaipei.com.tw/zh-tw/index.html,台灣創新技術博覽會
展覽,44,0,,https://www.adobe.com ,https://www.adobe.com/tw/express/create/flyer/exhibition,免費展覽海報模板| Adobe Express
展覽,45,1,,https://www.hchcc.gov.tw ,https://www.hchcc.gov.tw/Tw/News/ActList?filter=fff0eeb8-d017-46fa-a3b8-547a4049499f,展覽- 新竹縣政府文化局
展覽,46,0,這個網站有活動來源,https://www.nmh.gov.tw ,https://www.nmh.gov.tw/informationimgs_69.html,線上展覽 - 國立歷史博物館
展覽,47,1,,https://tm.ccl.ttct.edu.tw ,https://tm.ccl.ttct.edu.tw/ExhibitionsListC004100.php?appname=ExhibitionsList4101,當期展覽 - 台東美術館
展覽,48,1,,https://chiayiartmuseum.chiayi.gov.tw ,https://chiayiartmuseum.chiayi.gov.tw/ExhibitionsListC003100.aspx?appname=Exhibition3110,當期展覽 - 嘉義市立美術館
展覽,49,0,這個網站有活動來源,https://www.taiwanhoreca.com.tw ,https://www.taiwanhoreca.com.tw/zh-tw/index.html,台灣國際飯店暨餐飲設備用品展
展覽,50,1,train/vali have,https://www.yatsen.gov.tw ,https://www.yatsen.gov.tw/activitysoonlist_258_601_1.html,藝文展覽 - 國立國父紀念館
展覽,51,0,no list page,https://expo.taiwan-healthcare.org ,https://expo.taiwan-healthcare.org/zh/,台灣醫療科技展 - 全球醫療採購網
展覽,52,1,,https://cypac.cyhg.gov.tw ,https://cypac.cyhg.gov.tw/cp.aspx?n=4A786917E9360DBF,展覽廳- 嘉義縣表演藝術中心
展覽,53,1,train/vali have,https://www.nstm.gov.tw ,https://www.nstm.gov.tw/ExhibitionList.aspx,展覽資訊 - 國立科學工藝博物館
展覽,54,0,這個網站有活動來源,https://www.taipeicycle.com.tw ,https://www.taipeicycle.com.tw/zh-tw/index.html,台北國際自行車展覽會
展覽,55,1,,https://www.tglobalcorp.com/tw,https://www.tglobalcorp.com/tw/events,"展覽活動| 高柏科技- 專業導熱, 解熱, 散熱, 熱工程方案專家"
展覽,56,0,,https://www.bigdome.com.tw ,https://www.bigdome.com.tw/web/product/product.jsp?dm_id=DM1449046356283,帳篷 - 巨蛋展覽股份有限公司
展覽,57,1,not sutiable,https://www.knaintl.com.tw ,https://www.knaintl.com.tw/exhibition.asp,展覽- K&A International 滿力國際股份有限公司
展覽,58,0,這個網站有活動來源,https://gangshan.khcc.gov.tw ,https://gangshan.khcc.gov.tw/home02.aspx?ID=$3002&IDK=2&EXEC=L,展覽室 - 岡山文化中心
展覽,59,-1,,https://svc.tabf.org.tw ,https://svc.tabf.org.tw/111trade02/,111年度會議展覽專業人員認證考試 - 台灣金融研訓院
展覽,60,0,這個網站有活動來源,https://www.yodex.com.tw ,https://www.yodex.com.tw/online_exhibition,新一代設計展線上展覽 - YODEX
展覽,61,0,,https://www.behance.net ,https://www.behance.net/search/projects/?search=%E5%B1%95%E8%A6%BD%E4%B8%BB%E8%A6%96%E8%A6%BA%E8%A8%AD%E8%A8%88,展覽主視覺設計Projects - Behance
展覽,62,0,news,https://tw.news.yahoo.com ,https://tw.news.yahoo.com/%E5%BB%BA%E7%AF%89%E7%A2%B0%E6%92%9E%E7%95%B6%E4%BB%A3%E7%81%AB%E8%8A%B1-%E7%94%B0%E4%B8%AD%E5%A4%AE%E8%97%9D%E8%A1%93%E8%81%AF%E5%B1%952%E6%9C%88%E7%99%BB%E5%A0%B4-093144399.html,建築碰撞當代火花田中央藝術聯展2月登場 - Yahoo奇摩新聞
展覽,63,0,,https://www.popdaily.com.tw ,https://www.popdaily.com.tw/travel/863589,【2022全台展覽懶人包】下雨天也別一直待在家！最新展出 ...
展覽,64,0,not sutiable,https://taiwanconvention.org.tw ,https://taiwanconvention.org.tw/index.php/zh-tw/,中華國際會議展覽協會
展覽,65,0,這個網站有活動來源,https://www.artmuse.ntnu.edu.tw ,https://www.artmuse.ntnu.edu.tw/index.php/team/,展覽團隊 - 美術館籌備處- 國立臺灣師範大學
展覽,66,0,這個網站有活動來源,https://www.taipeipack.com.tw ,https://www.taipeipack.com.tw/zh-tw/index.html,台北國際包裝工業展
展覽,67,0,這個網站有活動來源,https://www.fastenertaiwan.com.tw ,https://www.fastenertaiwan.com.tw/zh-tw/index.html,台灣國際扣件展 - 高雄
展覽,68,0,not sutiable,https://www.agritechtaiwan.com ,https://www.agritechtaiwan.com/zh-tw/,亞太區農業技術展覽暨會議 - 台北
展覽,69,1,,https://www.ilccb.gov.tw ,https://www.ilccb.gov.tw/NewsMC.aspx?n=5B442FC2367EC44F&csn=ADA54811A00B7577,縣內藝文活動 - 宜蘭縣政府文化局
展覽,70,0.5,,https://www.kecc.com.tw ,https://www.kecc.com.tw/zh-tw/visitors-exhibition,亞洲首座智慧場館| 高雄展覽館- 活動檔期
展覽,71,0,,https://twsf.ntsec.gov.tw ,https://twsf.ntsec.gov.tw/Article.aspx?a=41&lang=1,歷屆優勝作品- 國立臺灣科學教育館科展資訊管理系統
展覽,72,0,,https://www.thenewslens.com ,https://www.thenewslens.com/article/42128,看不懂藝術展覽不是你的錯：展覽「參考說明」裡的集體過勞
展覽,73,1,,https://www.chimeimuseum.org ,https://www.chimeimuseum.org/exhibition-event,特展| 奇美博物館｜CHIMEI MUSEUM
展覽,74,0,這個網站有活動來源,http://jam.jutfoundation.org.tw ,http://jam.jutfoundation.org.tw/exhibition/3500,挑戰—安藤忠雄展 - 忠泰美術館
展覽,75,0,這個網站有活動來源,https://tour.ibon.com.tw ,https://tour.ibon.com.tw/home/search?category=exhibition&tag=%E5%B1%95%E8%A6%BD,ibon售票系統| 最便利購票入口
展覽,76,0,這個網站有活動來源,https://www.tigax.com.tw ,https://www.tigax.com.tw/zh-tw/index.html,TIGAX台北國際印刷機材展
展覽,77,0,這個網站有活動來源,https://www.taitronics.tw ,https://www.taitronics.tw/zh-tw/index.html,台北國際電子產業科技展、台灣國際人工智慧暨物聯網展
展覽,78,0,這個網站有活動來源,https://www.foodtech.com.tw ,https://www.foodtech.com.tw/zh-tw/index.html,台北國際食品加工機械展&臺灣國際生技製藥設備展
展覽,79,1,,https://pier2.org ,https://pier2.org/exhibition/,展演| 駁二藝術特區
展覽,80,1,,https://www.kje-event.com.tw ,https://www.kje-event.com.tw/exhibition/,展覽檔期表-KJE揆眾威典展覽
展覽,81,0,這個網站有活動來源,http://khm.org.tw ,http://khm.org.tw/tw/exhibition/permanentexhibitions,常設展覽 - 高雄市立歷史博物館
展覽,82,0,這個網站有活動來源,https://www.taispo.com.tw ,https://www.taispo.com.tw/zh-tw/index.html,台灣國際運動及健身展(台北國際體育用品展)
展覽,83,0,這個網站有活動來源,https://www.foodkh.com.tw ,https://www.foodkh.com.tw/zh-tw/index.html,高雄國際食品展
展覽,84,0,這個網站有活動來源,https://www.giftionery.net ,https://www.giftionery.net/zh-tw/index.html,台北國際禮品文具暨文創展
展覽,85,0,no list page,https://www.taipeibex.com.tw ,https://www.taipeibex.com.tw/TBS/zh_TW/,台北國際建築建材暨產品展
展覽,86,0,,https://www.marieclaire.com.tw ,https://www.marieclaire.com.tw/lifestyle/art/70570,2023年全球10大必看展覽！Chanel、Karl Lagerfeld - 美麗佳人
展覽,87,0,這個網站有活動來源,https://www.energytaiwan.com.tw ,https://www.energytaiwan.com.tw/zh-tw/index.html,台灣國際智慧能源週
展覽,88,0,這個網站有活動來源,https://www.taipeiplas.com.tw ,https://www.taipeiplas.com.tw/zh-tw/index.html,台北國際塑橡膠工業展
展覽,89,0,,https://www.niusnews.com ,https://www.niusnews.com/=P1nobmcb5,「史努比恐龍展覽」免費入場10大亮點一次看！ 3隻巨型充氣 ...
展覽,90,0,這個網站有活動來源,https://www.e-mobilityshow.com.tw ,https://www.e-mobilityshow.com.tw/zh-tw/index.html,台灣國際智慧移動展
展覽,91,1,,https://tyart.tnc.gov.tw ,https://tyart.tnc.gov.tw/index.php?inter=program&period=old,展覽資訊| 展覽回顧 - 總爺藝文中心
展覽,92,0,這個網站有活動來源,https://www.taipeiampa.com.tw ,https://www.taipeiampa.com.tw/zh-tw/index.html,台北國際汽機車零配件展&台北國際車用電子展
展覽,93,0,這個網站有活動來源,https://www.foodtaipei.com.tw ,https://www.foodtaipei.com.tw/zh-tw/index.html,台北國際食品展
展覽,94,0,,https://catalinas.blog ,https://catalinas.blog/tcicc/,[桃園] 免費展覽！再創自然之詩第3檔「起家原味」
展覽,95,0,news,https://ctee.com.tw ,https://ctee.com.tw/bookstore/magazine/786597.html,世界最美圖書館之一法國國家圖書館翻修新亮相 - 工商時報
展覽,96,1,train/vali have,https://www.npm.gov.tw/,https://theme.npm.edu.tw/exh108/EcoRethink/ch/index.html,生態想想  故宮X蘭博X臺博聯合特展_展覽簡介 - 國立故宮博物院
展覽,97,0,no list page,http://www.edn-mcshow.com ,http://www.edn-mcshow.com/ks/,高雄自動化工業展
展覽,98,0,,https://www.taoyuan-airport.com ,https://www.taoyuan-airport.com/window_taiwan,臺灣之窗展覽-桃園國際機場
展覽,99,1,,https://www.westkowloon.hk ,https://www.westkowloon.hk/tc/mplus-exhibitions,M+展覽
展覽,100,1,train/vali have,https://info.taiwantrade.com ,https://info.taiwantrade.com/infolink?category=5183,國內外展覽檔期 - 台灣經貿網
展覽,101,0,這個網站有活動來源,https://www.tadte.com.tw ,https://www.tadte.com.tw/zh-tw/index.html,台北國際航太暨國防工業展覽會
展覽,102,0,這個網站有活動來源,https://blog.goldenseal.com.tw ,https://blog.goldenseal.com.tw/exhibition-space-design,9個吸引人潮的展場空間設計創意 - 開翔展覽官方部落格-
展覽,103,0,news,https://news.ltn.com.tw ,https://news.ltn.com.tw/news/life/breakingnews/4157963,全台最美圖書館！桃園新總圖試營運總量管制2千人週一休館- 生活
展覽,104,0,這個網站有活動來源,https://threeonelee.com ,https://threeonelee.com/taiwan-summer-exhibition/,【2023必看展覽活動】全台必看展覽時間、地點、購票！
展覽,105,0,這個網站有活動來源,https://www.wowlavie.com ,https://www.wowlavie.com/article/ae2300001,2023北美館展覽總整理！「一一重構：楊德昌」呈現創作軌跡
展覽,106,0,,http://www.mottimes.com ,http://www.mottimes.com/cht/article_detail.php?type=0&serial=2334,2021全球必看10大藝術展覽！從草間彌生、隈研吾、佐藤可士 ...
展覽,107,0,past event,https://twdesign.tw ,https://twdesign.tw/exhibition-view/41,高雄產生- 展覽介紹- 2022臺灣文博會X台灣設計展在高雄
展覽,108,0,,https://www.youtube.com ,https://www.youtube.com/watch?v=bahXKj4BK6M,第二十四屆青少年成全訓練結訓展覽 - YouTube
展覽,109,0,這個網站有活動來源,https://www.taoyuanlandart.com.tw ,https://www.taoyuanlandart.com.tw/art/21/,觀展覽-品藝術 - 桃園地景藝術節
展覽,110,1,,https://lsl.sinica.edu.tw ,https://lsl.sinica.edu.tw/Exhibitions/newexhibition.php,展演空間 - 中央研究院生命科學圖書館
展覽,111,0,,https://www.cosmopolitan.com ,https://www.cosmopolitan.com/tw/lifestyle/travel/g42391131/miffy/,《玩玩兔米飛創意展》松菸登場！超過300隻創意米飛兔太好拍
展覽,112,0,not sutiable,https://www.slls.com.tw ,https://www.slls.com.tw/zh-tw/index.html,新創生活展
展覽,113,,,http://www.citytalk.tw ,http://www.citytalk.tw/cata/57/?city,全台灣| 展覽| 活動 - Citytalk城市通
展覽,114,0,這個網站有活動來源,https://www.tipo.gov.tw ,https://www.tipo.gov.tw/tw/dl-273489-f0e6722465394b048568f80ceffe1ccf.html,著名國際發明展展覽資訊
展覽,115,1,,https://moaexpo.info ,https://moaexpo.info/blogs/exponews,EXPO NEWS ｜ 展覽動態| NEWS ｜ 最新消息- MOA EXHIBITION
展覽,116,0,,https://www.instagram.com ,https://www.instagram.com/explore/tags/%E5%8F%B0%E5%8C%97%E5%B1%95%E8%A6%BD/,#台北展覽 hashtag on Instagram • Photos and Videos
展覽,117,0,,https://gnn.gamer.com.tw ,https://gnn.gamer.com.tw/detail.php?sn=243388,咒術迴戰展」明日在台開展結合大量手稿與實景拍照區展覽內容 ...
展覽,118,0,news,https://crossing.cw.com.tw ,https://crossing.cw.com.tw/article/16481,今夏臺南展覽推薦：除了超夯「地獄與幽魂」，臺澳「原住民 ...
展覽,119,0,這個網站有活動來源,https://www.mwr.org.tw ,https://www.mwr.org.tw/xcpmtexhi?xsmsid=0H305740978429024070,常設展 - 世界宗教博物館
展覽,120,0,,https://club.commonhealth.com.tw ,https://club.commonhealth.com.tw/article/3206,北中南9大展覽推薦，大人相揪一起來看奈良美智、幾米，賞玫瑰
展覽,121,0,這個網站有活動來源,https://www.arte.gov.tw ,https://www.arte.gov.tw/pro1_exh_vist.asp,表演與展覽-展覽活動-開放時間 - 國立臺灣藝術教育館
展覽,122,0,news,https://www.ydn.com.tw ,https://www.ydn.com.tw/news/newsInsidePage?chapterID=1557724,生活- 「2222未來選擇地」 沉浸式展覽倡永續 - 青年日報
展覽,123,0,這個網站有活動來源,https://blog.pinkoi.com ,https://blog.pinkoi.com/tw/news/expo/2206-taipei-events/,2022展覽資訊｜6-9月台北11大熱門藝術展覽總整理
展覽,124,1,,https://cloud.culture.tw ,https://cloud.culture.tw/frontsite/inquiry/eventInquiryAction.do?method=showEventDetail&uid=637d310373f77c7c9cc1e656,文化部iCulture-找活動
展覽,125,0,blog,https://decing.tw ,https://decing.tw/tainan-warship-2/,【台南展覽】台南軍艦博物館！笑笑羊的海上派對 - 熱血玩台南
展覽,126,0,blog,https://www.verse.com.tw ,https://www.verse.com.tw/article/lin-guan-ming-chang-huei-ming,台新藝術獎20週年大展」空間設計張暉明& 視覺設計林冠名
展覽,127,0,webpage改版中，now nothing,https://www.designexpo.org.tw ,https://www.designexpo.org.tw/zh-TW/area/1,設計中島| 2022 台灣設計展Taiwan Design Expo
展覽,128,0,,https://popupasia.com ,https://popupasia.com/2022-ticket/,2022 Pop UP Asia 亞洲手創展｜購票熱銷中｜松山文創園區
展覽,129,0.5,這個網站有活動來源,https://www.tippa.org.tw ,https://www.tippa.org.tw/article_d.php?lang=tw&tb=1&id=53,日本真夏設計創意暨發明展 - 台灣發明商品促進協會
展覽,130,0,這個網站有活動來源,https://www.medicaltaiwan.com.tw ,https://www.medicaltaiwan.com.tw/zh-tw/index.html,台灣國際醫療暨健康照護展
展覽,131,0,這個網站有活動來源,https://www.look-in.com.tw ,https://www.look-in.com.tw/life-style/fun/33594,展覽時間、售票日、票價整理！安藤忠雄、吉卜力動畫高畑勲
展覽,132,0,這個網站有活動來源,https://artouch.com ,https://artouch.com/art-views/content-809.html,請問， 看展覽要購票嗎？ - 典藏ARTouch.com
展覽,133,1,,https://store.oceanesh.com ,https://store.oceanesh.com/pages/mevents,我鮮你食-最新展覽活動 - 魚之達人
展覽,134,0,,https://www.owlting.com ,https://www.owlting.com/news/articles/253403,高雄翰品酒店舉辦『綻放．花磚特展』展覽展出至6 月30 日
展覽,135,0,news,https://www.juksy.com ,https://www.juksy.com/article/119646-2023+%E9%81%8E%E5%B9%B4%E5%BF%85%E9%80%9B+6++%E5%A4%A7%E5%8B%95%E6%BC%AB%E5%B1%95%E8%A6%BD%E5%BF%AB%E9%96%83%E5%BA%97%E6%8E%A8%E8%96%A6%EF%BC%8C%E7%81%8C%E7%B1%83%E9%AB%98%E6%89%8B%E3%80%81%E9%80%B2%E6%93%8A%E7%9A%84%E5%B7%A8%E4%BA%BA%E3%80%81%E4%BC%8A%E8%97%A4%E6%BD%A4%E4%BA%8C%E5%A5%BD%E9%80%9B%E5%8F%88%E5%A5%BD%E6%8B%8D%EF%BC%81,2023 過年必逛6 大動漫展覽快閃店推薦，灌籃高手、進擊的巨人
展覽,136,0,根據不同活動分表單,https://www.amazing-pingtung.com ,https://www.amazing-pingtung.com/a-lei,春江獸月夜-阿咧特展| Amazing-pingtung驚艷屏東
展覽,137,0,,https://www.tcfb.com.tw ,https://www.tcfb.com.tw/zh-tw/menu/C50D7C8D7A177A57D0636733C6861689/info.html,展覽簡介 - 台中國際茶、咖啡暨烘焙展
展覽,138,0,train/vali have,https://www.accupass.com ,https://www.accupass.com/event/2208170216571881893853,2022「即視˙元宇宙」XR新創論壇(高雄展覽館) - Accupass活動通
展覽,139,0,這個網站有活動來源,https://gochiayi.com ,https://gochiayi.com/2022-exhibition/,2022台北展覽｜暑假到台北玩耍去！鬼滅之刃、進擊的巨人
展覽,140,0,not sutiable,https://cityexpo.taipei ,https://cityexpo.taipei/zh/exhibition_intro.html,館內展覽| 2022 台北城市博覽會Taipei Expo
展覽,141,0,news,https://www.epochtimes.com ,https://www.epochtimes.com/b5/23/1/5/n13900019.htm,組圖：國際消費電子展逾1400家廠商參展| 展覽| CES | 2023年
展覽,142,0,這個網站有活動來源,https://www.ctwm.org.tw ,https://www.ctwm.org.tw/special.html?id=40,擢蒔增華    館藏植物意象書畫特展 - 中台世界博物館
展覽,143,0,news,https://www.upmedia.mg ,https://www.upmedia.mg/news_info.php?Type=5&SerialNo=156036,【2022 高雄台灣設計展】設計中島「擎天光之展演」絕美必拍 ...
展覽,144,0,news,https://www.hk01.com ,https://www.hk01.com/%E7%A4%BE%E6%9C%83%E6%96%B0%E8%81%9E/854760/%E6%A2%81%E6%B7%BB%E5%88%80%E5%BB%A0%E5%A4%A7%E5%88%801-11%E6%8B%86-%E8%97%9D%E8%A1%93%E5%AE%B6-%E7%95%99%E5%88%80-%E7%B1%8C%E8%BE%A6%E5%B1%95%E8%A6%BD-%E5%80%8B%E6%8B%9B%E7%89%8C%E5%B1%AC%E6%96%BC%E6%B7%B1%E6%B0%B4%E5%9F%97,梁添刀廠大刀1.11拆藝術家「留刀」籌辦展覽：個招牌屬於深水埗
展覽,145,0,news,https://tyenews.com ,https://tyenews.com/2023/01/331510/,北榮流動畫社「舞動彩繪迎新春」展覽即起桃療登場療癒患者身心
展覽,146,0,這個網站有活動來源,https://www.bnext.com.tw ,https://www.bnext.com.tw/article/58982/online-exhibition-new-normal,「線上展」成展覽業新常態，貿協：配角變主角，回不去了
展覽,147,0,,https://museum.cbc.gov.tw ,https://museum.cbc.gov.tw/museum/,虛擬展覽館 - 中央銀行券幣數位博物館
展覽,148,0,not sutiable,https://www.bella.tw ,https://www.bella.tw/articles/travel&foodies/12036,今夏最療癒文青展覽！日本超夯微型展，跟著大師進入超迷你世界
展覽,149,1,not sutiable,https://m.momoshop.com.tw ,https://m.momoshop.com.tw/mosearch/%E5%B1%95%E8%A6%BD.html,展覽- momo購物網- 好評推薦-2023年1月
展覽,150,0,news,https://theinitium.com ,https://theinitium.com/article/20151118-culture-teatime-exhibition/,三個展覽幫你看清「日常生活」 - 端傳媒
展覽,151,0,not sutiable,https://www.gq.com.tw ,https://www.gq.com.tw/life/article/oasis-going-meta-nft-%E7%B7%9A%E4%B8%8A%E5%B1%95%E8%A6%BD,變異猿、Ether Rock、Doge 等知名創作！NFT 藝術展「OASIS ...
展覽,152,0,blog,https://www.irislai.com ,https://www.irislai.com/blog/exhibition,二十四分之一的展覽- 策展初體驗 - IRIS LAI
展覽,153,0,這個網站有活動來源,https://artravelab.com ,https://artravelab.com/2021/03/31/2021aprilevent/,【4月必看藝術展覽推薦】寶藏巖光節、北美館TFAM年度個展
展覽,154,0,news,https://blog.xinmedia.com ,https://blog.xinmedia.com/article/183722,【展覽】松菸「當代購物體驗製造機」，7/21~10/25 探測購物觀
展覽,155,0,這個網站有活動來源,https://www.khmice.org.tw ,https://www.khmice.org.tw/vision/%E9%AB%98%E9%9B%84%E5%B1%95%E8%A6%BD%E9%A4%A8-2/,高雄展覽館– Kaohsiung MICE 高雄會展網｜展覽、會議、活動
展覽,156,0,,https://onepercent.storm.mg ,https://onepercent.storm.mg/article/4402620,七月展覽推薦！精選五個「畫廊展」，從攝影、繪畫與陶藝探索 ...
展覽,157,0,,https://times.hinet.net ,https://times.hinet.net/mobile/news/24349042,高雄翰品酒店舉辦『綻放．花磚特展』展覽展出至6月30日
展覽,158,0,news,https://www.peopo.org ,https://www.peopo.org/news/618386,《法華經》與當代菩薩道研討會在台北國家圖書館舉辦
展覽,159,0,,https://www.businesstoday.com.tw ,https://www.businesstoday.com.tw/article/category/183027/post/202301050051/,北港朝天宮媽祖鑾座駐駕庇佑世貿年貨大展暨禮品贈品展有吃有拿
展覽,160,-1,error url,https://web.metro.taipei ,https://web.metro.taipei/timetables20220523/079a.pdf,海山站往南港展覽館站時刻表
