keyword,rank,適不適合,原因,domain_page,url,title
活動講座,27,1,,https://rc007.kh.usc.edu.tw ,https://rc007.kh.usc.edu.tw/p/403-1018-891-1.php?Lang=zh-tw,職輔活動/講座 - 職發二組- 實踐大學
活動講座,28,1,,https://www.hchs.hc.edu.tw/ischool/publish_page/59/,https://www.hchs.hc.edu.tw/ischool/publish_page/59/?cid=1812,圖書館| 講座活動 - 新竹高中
活動講座,29,1,,https://www.playgrounddrama.com.tw ,https://www.playgrounddrama.com.tw/newvision/categories/pgevent,活動＆講座 - 南村劇場
活動講座,30,1,,https://www.cavesbooks.com.tw ,https://www.cavesbooks.com.tw/EC/event/EventLst_tw.aspx,活動情報區 - 敦煌書局
活動講座,31,1,,https://sdrc.fju.edu.tw ,https://sdrc.fju.edu.tw/?page_id=32,活動/講座資訊 - 輔大管院服務設計研究中心
活動講座,32,0,但這個網頁有活動來源,https://cl.site.nthu.edu.tw ,"https://cl.site.nthu.edu.tw/p/406-1401-218226,r11.php?Lang=zh-tw",【活動講座】歡迎報名參加12/3（五）「社會新鮮人面談實務 ...
活動講座,33,1,,https://rd.nkuht.edu.tw ,https://rd.nkuht.edu.tw/p/403-1009-328-1.php?Lang=zh-tw,活動講座 - 國立高雄餐旅大學研究發展處
活動講座,34,1,no update/not sutiable,https://www.furoto.com.tw ,https://www.furoto.com.tw/edcontent.php?lang=tw&tb=2&cid=18,活動講座 - 福樂多醫療福祉事業
活動講座,35,0.5,past event,https://www.taibc.org.tw ,https://www.taibc.org.tw/download.asp?type=2&kind=711,活動講座 - 台灣獨立書店文化協會
活動講座,36,1,,https://ymoa.e-land.gov.tw ,https://ymoa.e-land.gov.tw/News.aspx?n=8FD6F7CD6756AD23&sms=6A5B1F7E3D40CA4B,活動講座 - 宜蘭美術館
活動講座,37,1,,https://www.pier2base.tw ,https://www.pier2base.tw/event,課程講座活動 - 駁二共創基地
活動講座,38,0,,https://globalcharity.uweb.org.tw ,https://globalcharity.uweb.org.tw/contents/text?id=49,活動講座| 服務足跡 - 全球慈善行動協會
活動講座,39,0,not sutiable,https://osa.web.shu.edu.tw ,https://osa.web.shu.edu.tw/%E7%94%9F%E6%B6%AF%E7%B5%84%E9%A6%96%E9%A0%81/%E8%AC%9B%E5%BA%A7%E6%B4%BB%E5%8B%95%E4%B8%80%E8%A6%BD%E8%A1%A8/,講座活動一覽表 - 世新大學學務處
活動講座,40,1,,https://www.leezen.com.tw ,https://www.leezen.com.tw/article_list.php?t=3&st=3,活動講座| 特別企劃| 天天里仁每一天更安心的選擇
活動講座,41,1,no update/not sutiable,https://www.matrixec.com ,https://www.matrixec.com/wc-87,活動講座| 美萃思網路開店平台
活動講座,42,0,pre event,https://sites.google.com/ncue.edu.tw/ncuecte/%E9%A6%96%E9%A0%81,https://sites.google.com/ncue.edu.tw/ncuecte/%E6%A0%A1%E5%85%A7%E6%B4%BB%E5%8B%95%E8%AC%9B%E5%BA%A7%E8%A8%8A%E6%81%AF/107%E5%B9%B4%E6%A0%A1%E5%85%A7%E6%B4%BB%E5%8B%95%E8%AC%9B%E5%BA%A7%E8%A8%8A%E6%81%AF,NCUE-教學實踐研究計畫- 107年校內活動/講座訊息
活動講座,43,0,pre event,https://www.doie.com.tw ,https://www.doie.com.tw/event/,活動講座 - 朵邑室內裝修設計有限公司
活動講座,44,1,,https://sme.moeasmea.gov.tw ,https://sme.moeasmea.gov.tw/startup/modules/calendar/,近期活動 - 新創圓夢網- 經濟部中小企業處
活動講座,45,1,null,https://www.franklin.com.tw ,https://www.franklin.com.tw/Seminar/Index,最新活動-講座活動報名 - 富蘭克林投顧
活動講座,46,1,,https://mental-health.gov.taipei ,https://mental-health.gov.taipei/ActiveList.aspx?n=6CCBECECB36BFE4E&sms=F62510C10F2670B1,講座/活動 - 臺北市政府衛生局社區心理衛生中心
活動講座,47,0,,https://ged.asia.edu.tw ,https://ged.asia.edu.tw/zh_tw/GeneralLectures,通識講座 - 通識教育中心- 亞洲大學
活動講座,48,0,,https://www.csghs.tp.edu.tw ,https://www.csghs.tp.edu.tw/news/%E3%80%90%E5%AD%B8%E6%A0%A1%E7%89%B9%E8%89%B2%E6%B4%BB%E5%8B%95%E3%80%91%E8%AC%9B%E5%BA%A7%E5%BF%83%E5%BE%97%E5%96%AE/,【學校特色活動】講座心得單| 臺北市立中山女子高級中學
活動講座,49,0,url same,http://140.117.147.235 ,http://140.117.147.235/ACMS/,中山大學學務處活動報名網
活動講座,50,0,no update/not sutiable,https://www.moreartgallery.com ,https://www.moreartgallery.com/page,藝文活動講座沙龍 - moreartgallery
活動講座,51,0,not sutiable,https://sys.ndhu.edu.tw ,https://sys.ndhu.edu.tw/SA/XSL_ApplyRWD/ActApply.aspx,跨域自主學習活動暨報名系統 - 國立東華大學圖書資訊處
活動講座,52,0,null/ not sutiable,https://www.feis.com.tw ,https://www.feis.com.tw/web/lecture/lecture.jsp,活動講座 - 遠智證券
活動講座,53,1,,https://www.osa.nchu.edu.tw ,https://www.osa.nchu.edu.tw/osa/cdc/sys/modules/eguide/,活動報名- 生發中心 - 國立中興大學學生事務處
活動講座,54,0,not sutiable,https://rb020.tcpa.edu.tw ,https://rb020.tcpa.edu.tw/p/404-1023-4475.php?Lang=zh-tw,活動講座下載 - 性別平等教育委員會
活動講座,55,1,,https://epp.sa.ntnu.edu.tw ,https://epp.sa.ntnu.edu.tw/Webfolio/FrontShow/FiveLifeWays.aspx?menu_id=edd2d3a2-905c-4abb-afbb-4855f0fb8605&submenu_id=2c81b251-11d2-4b11-8cf2-204e432672a8,五育活動_Five Activities - 國立臺灣師範大學
活動講座,56,1,,https://itouch.cycu.edu.tw ,https://itouch.cycu.edu.tw/active_project/cycu2100h_06/acpm3/,探索活動- 活動報名系統 - iTouch
活動講座,57,0,但這個網頁有活動來源,https://new.ntpu.edu.tw ,https://new.ntpu.edu.tw/news/636c541b836cf05bcfa9e260/%E3%80%90%E7%A4%BE%E5%9C%98%E8%B2%A0%E8%B2%AC%E4%BA%BA%E5%A2%9E%E8%83%BD%E7%B3%BB%E5%88%97%E6%B4%BB%E5%8B%95%E8%AC%9B%E5%BA%A7%E3%80%91PART%E2%85%A1%E3%80%8C%E4%BA%AE%E9%BB%9E%E6%B4%BB%E5%8B%95%E5%8A%9B%E3%80%8D,【 社團負責人增能系列活動講座】PART Ⅱ 「亮點活動力」
活動講座,58,1,,https://www.bestivf.com.tw ,https://www.bestivf.com.tw/TW/NewsGallery/ugC_NewsGallery.asp?hidNewsGalleryCatID=2,活動講座- BestIVF王家瑋生殖醫學暨試管嬰兒中心- 台北
活動講座,59,-1,not exist,https://www.ibff.com.tw ,https://www.ibff.com.tw/activity/20190101_overseas/live.aspx,活動講座 - 國票期貨網-專業、服務、績效
活動講座,60,1,,https://webap.cmu.edu.tw/Actregister/index.aspx,https://webap.cmu.edu.tw/Actregister/,中國醫藥大學活動報名系統
活動講座,61,1,,https://www.hoyabag.com ,https://www.hoyabag.com/category/news/events/,活動/講座- 禾亞皮作坊
活動講座,62,0,但這個網頁有活動來源,https://rchss.nycu.edu.tw ,https://rchss.nycu.edu.tw/archives/3979,【講座活動】2023/4/28 資訊素養名人講堂活動開始報名！
活動講座,63,0,,https://www.tpqc.com.tw ,https://www.tpqc.com.tw/%E8%BE%A6%E8%AC%9B%E5%BA%A7%E6%B3%A8%E6%84%8F%E4%BA%8B%E9%A0%85%E6%9C%89%E5%93%AA%E4%BA%9B%EF%BC%9F%E5%BE%9E%E5%A0%B4%E5%9C%B0%E5%88%B0%E6%B5%81%E7%A8%8B%EF%BC%8C3%E5%88%86%E9%90%98%E8%AE%93%E4%BD%A0/,辦講座注意事項有哪些？從場地到流程，3分鐘讓你了解眉角在 ...
活動講座,64,0,,https://acad.nkust.edu.tw ,https://acad.nkust.edu.tw/p/404-1004-69736-1.php,【轉知】國立虎尾科技大學辦理「教師增能系列活動」講座活動 ...
活動講座,65,1,not sutiable,https://syscc.niu.edu.tw/activity/,https://syscc.niu.edu.tw/activity/,報名
活動講座,66,0,但這個網頁有活動來源,https://www.boch.gov.tw ,https://www.boch.gov.tw/home/zh-tw/news/95099,「印刷‧字造」巡迴展推廣活動講座|文化部文化資產局官方網站
活動講座,67,1,,https://www.mkplus.tw ,https://www.mkplus.tw/news-category/%E6%B4%BB%E5%8B%95%E8%AC%9B%E5%BA%A7/,活動講座‣ MK 反轉外語 - mkplus.tw
活動講座,68,0,,http://www.riverisclean.org ,http://www.riverisclean.org/OnePage.aspx?tid=120,社團法人花蓮縣溪水關懷協會> 活動講座
活動講座,69,0,,https://customer.dcn.com.tw ,https://customer.dcn.com.tw/Activity/Customer/21,活動講座預約報名 - 線上開戶- 大昌證券
活動講座,70,1,,https://www.w2solution.tw ,https://www.w2solution.tw/category/news/lecture/,講座資訊- 開店平台電商系統 - w2 SOLUTION
活動講座,71,1,,https://www.chsh.chc.edu.tw ,https://www.chsh.chc.edu.tw/p/403-1009-67.php?Lang=zh-tw,活動與講座公告 - 彰化高中
活動講座,72,0,train/vali have,https://www.hsinchu.gov.tw ,https://www.hsinchu.gov.tw/News_Content.aspx?n=155&s=249610,112年度推動勞資會議相關活動講座 - 新竹縣政府
活動講座,73,1,null/ not sutiable,https://ivalue.tw ,https://ivalue.tw/active,活動講座｜精神醫學/諮商/心理專業療程 - 向陽身心診所
活動講座,74,0,not sutiable,https://www.britishcouncil.org.tw ,https://www.britishcouncil.org.tw/study-uk/events,活動及講座 - 英國文化協會
活動講座,75,0,但這個網頁有活動來源,https://www.taiwanbear.org.tw ,https://www.taiwanbear.org.tw/lecture/,活動講座申請 - 台灣黑熊保育協會
活動講座,76,0,pre event,https://skyhonor.co ,https://skyhonor.co/articlelist.php?p=2,Sky Honor News 活動講座 - 天譽
活動講座,77,1,,http://www.talab3.tw ,http://www.talab3.tw/latest-news/%E8%AC%9B%E5%BA%A7%E8%A8%8A%E6%81%AF/,講座訊息 - 桃園市自主學習3.0實驗室
活動講座,78,1,train/vali have,https://web.intake.education ,https://web.intake.education/tw/events/event-list.php?se_search=US,Intake 講座報名系統| 活動列表
活動講座,79,1,,https://www.maman5361050.com ,https://www.maman5361050.com/article.php?lang=tw&tb=4,活動講座 - 慢慢心理諮商所
活動講座,80,1,,https://zlhe.org.tw ,https://zlhe.org.tw/funlife/content/id/latest_news/c2/20,活動講座 - 桃園市樂活領航教育學會
活動講座,81,0,但這個網頁有活動來源,https://meet.104.com.tw ,https://meet.104.com.tw/event/187f57fa-8c58-4f2e-9d48-e33394c41e3c,【免費!】產業徵才趨勢講座x 中英文履歷健診 - 104活動吧
活動講座,82,1,,https://tlb.nmtl.gov.tw ,https://tlb.nmtl.gov.tw/event_lecture.php,活動訊息-講座 - 臺灣文學基地
活動講座,83,1,,https://winweb93.fgu.edu.tw/alltop_web/home_fgu/ActivitySearchIndex.php,https://winweb93.fgu.edu.tw/alltop_web/home_fgu/ActivitySearch.php,佛光大學 - 佛光活動管理系統
活動講座,84,1,,https://cultureexpress.taipei ,https://cultureexpress.taipei/Event/C000003?SearchKeyword=%E8%AC%9B%E5%BA%A7,活動列表- 臺北市文化快遞
活動講座,85,1,click url same,https://aap.tcu.edu.tw ,https://aap.tcu.edu.tw/class_sign_up/class_post.asp,校務行政系統
活動講座,86,0,但這個網頁有活動來源,https://www.ltivs.ilc.edu.tw ,"https://www.ltivs.ilc.edu.tw/files/14-1000-21606,r50-1.php?Lang=zh-tw",109學年度-跨文化探索教育活動講座 - 國立羅東高工
活動講座,87,0,但這個網頁有活動來源,https://olis.kmu.edu.tw ,https://olis.kmu.edu.tw/index.php/zh-TW/notice/%E5%95%9F%E5%8B%95%E9%96%B1%E8%AE%80/1579-%E3%80%90%E6%B4%BB%E5%8B%95%E8%AC%9B%E5%BA%A7%E3%80%91%E8%B5%B0%E5%85%A5%E5%8F%B0%E7%81%A3%E9%86%AB%E8%80%85%E5%BF%83%EF%BC%8C%E6%B7%B1%E6%80%9D%E7%99%BD%E8%89%B2%E5%80%92%E5%BD%B1%E4%BA%8B,【活動講座】走入台灣醫者心，深思白色倒影事
活動講座,88,0,但這個網頁有活動來源,https://ccdm.nuu.edu.tw ,"https://ccdm.nuu.edu.tw/p/406-1063-16246,r605.php",【講座】108/5/17「從色彩看到自己」活動講座
活動講座,89,0,但這個網頁有活動來源,https://www.shumai.com.tw ,https://www.shumai.com.tw/shumai-event,燒賣活動| 燒賣研究所：電商人的培養皿
活動講座,90,1,,https://event.liontravel.com ,https://event.liontravel.com/zh-tw/lecture/lecture,雄獅活動通｜實體活動、主題講座 - 雄獅旅遊
活動講座,91,1,,https://news.ntut.edu.tw ,https://news.ntut.edu.tw/p/426-1000-3.php,校園活動總覽 - 北科新聞- 國立臺北科技大學
活動講座,92,0,train/vali have,https://www.typl.gov.tw ,https://www.typl.gov.tw/zh-tw/Activity/Content/3761,2023桃園閱讀開箱：書裡桃香第二季系列活動(講座、新書分享
活動講座,93,0,,https://students.ntsu.edu.tw ,https://students.ntsu.edu.tw/p/404-1003-44993.php?Lang=zh-tw,111年度健康促進活動講座一覽表 - 學務處- 國立體育大學
活動講座,94,1,,https://www.bocach.gov.tw ,https://www.bocach.gov.tw/News.aspx?n=93&sms=10021,彰化縣文化局-中文網-講座活動
活動講座,95,0,,https://www.cdc.gov.tw ,https://www.cdc.gov.tw/Uploads/files/201301/86c28d3c-f99b-412c-859f-7cade5867462.pdf,三軍總醫院指導單位：國防部軍醫局、行政院衛生署疾病管制局
活動講座,96,0,,https://web.ksu.edu.tw ,https://web.ksu.edu.tw/DTCRPAD/focusNews/detail/12733,公廣系「坎城創意活動講座」 業界大師傳授廣告創作秘辛
活動講座,97,0,news,https://www.cna.com.tw ,https://www.cna.com.tw/postwrite/chi/331993,崑大公廣系「坎城創意活動講座」 業界大師傳授廣告創作秘辛
活動講座,98,0,但這個網頁有活動來源,https://genedu.utaipei.edu.tw ,https://genedu.utaipei.edu.tw/p/404-1018-90154-1.php?Lang=zh-tw,【講座活動】110-1校慶系列活動講座【柯文哲市長-生死之間
活動講座,99,0,但這個網頁有活動來源,https://cty.yuntech.edu.tw ,https://cty.yuntech.edu.tw/news1.html,活動訊息:講座活動-美學創價品牌策略聯盟 - 品牌共感研究中心
活動講座,100,0,但這個網頁有活動來源,http://transart.nknu.edu.tw ,http://transart.nknu.edu.tw/?p=1682,2021.04.20校友回娘家活動講座 - 跨領域藝術研究所
活動講座,101,1,not sutiable/excel,https://www.ncyu.edu.tw ,https://www.ncyu.edu.tw/gec/itemize_list.aspx?site_content_sn=54702,近期講座、活動--教務處-通識教育中心 - 嘉義大學
活動講座,102,0,但這個網頁有活動來源,https://www.iipo.com.tw ,https://www.iipo.com.tw/%E3%80%90%E7%B7%9A%E4%B8%8A%E8%AA%B2%E7%A8%8B%E3%80%91111%E5%B9%B4%E6%99%BA%E6%85%A7%E8%B2%A1%E7%94%A2%E6%AC%8A%E7%9F%A5%E8%AD%98%E6%8E%A8%E5%BB%A3%E8%A8%93%E7%B7%B4%E6%B4%BB%E5%8B%95%E8%AC%9B-4/,【線上課程】111年智慧財產權知識推廣訓練活動講座「我國 ...
活動講座,103,0,但這個網頁有活動來源,https://excellence.ntua.edu.tw ,https://excellence.ntua.edu.tw/p/404-1000-1385-1.php?Lang=zh-tw,［活動講座］109年度「文創工作室」補助計畫徵選即日起至4 ...
活動講座,104,0,,https://www.hlis.hlc.edu.tw ,"https://www.hlis.hlc.edu.tw/files/14-1000-23909,r43-1.php",[轉知]108新課綱與學習歷程檔案活動講座 - 國立花蓮高工
活動講座,105,0,,https://gender.cgu.edu.tw ,"https://gender.cgu.edu.tw/p/406-1048-102566,r18.php?Lang=zh-tw",【活動轉知】國立中正紀念堂管理處辦理112年性平講座
活動講座,106,1,規劃中/not sutiable,https://www.ceg.com.tw ,https://www.ceg.com.tw/news/activity.htm,活動講座 - 全科寬頻
活動講座,107,1,,https://www.jetwell-consultant.com ,https://www.jetwell-consultant.com/newevent,活動講座分享| 企業軟體顧問暨諮詢部 - 大綜電腦系統
活動講座,108,0,但這個網頁有活動來源,https://www.xinzhuang.ntpc.gov.tw ,https://www.xinzhuang.ntpc.gov.tw/home.jsp?id=174e8b83a1e01def,新莊生活講座 - 新莊區公所- 新北市政府
活動講座,109,1,train/vali have,https://www.nlpi.edu.tw ,https://www.nlpi.edu.tw/ThemeActivities/Activitys,各類活動 - 國立公共資訊圖書館
活動講座,110,1,有出現過,https://osa.tmu.edu.tw ,https://osa.tmu.edu.tw/redirect.php?ID=Information_Technology07,講座活動 - 臺北醫學大學學務處
活動講座,111,1,,https://tlrc.mcu.edu.tw ,https://tlrc.mcu.edu.tw/zh-hant/content/%E5%AD%B8%E7%94%9F%E6%B4%BB%E5%8B%95%E5%88%97%E8%A1%A8,學生活動列表 - 教學暨學習資源中心| - 銘傳大學
活動講座,112,0,但這個網頁有活動來源,https://www.tycg.gov.tw ,"https://www.tycg.gov.tw/ch/home.jsp?id=10408&parentpath=0,10401&mcustomize=multimessage_view.jsp&dataserno=202304180067&aplistdn=ou=hotnews,ou=chinese,ou=ap_root,o=tycg,c=tw&toolsflag=Y",2023桃園閱讀開箱：書裡桃香系列活動(講座、新書分享會、走讀
活動講座,113,0,但這個網頁有活動來源,https://crffhn.pccu.edu.tw ,"https://crffhn.pccu.edu.tw/p/406-1164-78998,r250.php?Lang=zh-tw",2019/11/05 「職涯講座系列活動」講座：營養師的甘苦談
活動講座,114,1,,https://digitspark.co ,https://digitspark.co/news_category/events/,活動講座
活動講座,115,1,,http://utravel.udn.com ,http://utravel.udn.com/activities/index.jsp?type=new&cate=8,講座資訊| 最新活動| 有・行旅uTravel
活動講座,116,0.5,post already event,https://www.taiwaniacapital.com ,https://www.taiwaniacapital.com/category/lecture/,活動-講座/ 論壇彙整 - 台杉投資
活動講座,117,1,null/no update,https://www.pbf120-health.com.tw ,https://www.pbf120-health.com.tw/lecture,活動講座 - 寶齡健康推廣中心
活動講座,118,1,,https://www.redcross.org.tw ,https://www.redcross.org.tw/home.jsp?serno=202202180076,講座活動 - 中華民國紅十字會
活動講座,119,0.5,,https://www.unews.com.tw ,https://www.unews.com.tw/Search/News?tag=63,查詢結果| 大學問- 升大學找大學問
活動講座,120,0,但這個網頁有活動來源,https://www.popoptaipei.com ,https://www.popoptaipei.com/news/courses/d7617d25-094b-48d0-8705-cbcaca689bfb,築一畝田打造> 1+1的快樂家園身障者家庭結合社區協力農業
活動講座,121,0,,https://ponpai.tw ,https://ponpai.tw/shop/capsuleinc,松山區講座/活動/拍攝空間- PONPAI.tw 台灣攝影棚情報站
活動講座,122,1,,https://ctld.au.edu.tw ,https://ctld.au.edu.tw/p/403-1021-108755.php?Lang=zh-tw,公告：活動講座
活動講座,123,0,,https://kinmen.homi.cc ,https://kinmen.homi.cc/%E5%A0%B4%E5%9C%B0%E7%A7%9F%E5%80%9F/,浯島文製共構所（聯合帶路人） 最少租期1個月
活動講座,124,0,但這個網頁有活動來源,https://www.chcg.gov.tw ,https://www.chcg.gov.tw/ch/active.asp?bull_id=366670,2023「書香彰化—與大師有約~美好生活『聆』距離」專題講座
活動講座,125,0,,https://www.kssh.khc.edu.tw ,"https://www.kssh.khc.edu.tw/p/406-1001-50040,r65.php",【實研組公告】學生活動「哲學桌遊體驗講座」開始報名囉！
活動講座,126,1,,https://store.bigswell.com.tw ,https://store.bigswell.com.tw/index.php?route=product/category&path=391,講座課程 - 大浪聚商城
活動講座,127,0,但這個網頁有活動來源,http://www.owltale.org.tw ,http://www.owltale.org.tw/ap/cust_view.aspx?bid=1168,社團法人中華民國貓頭鷹親子教育協會-各年講座、活動
活動講座,128,1,,https://ysmb.wda.gov.tw ,https://ysmb.wda.gov.tw/activity_calendar.php,活動場次 - TCN創客基地- 勞動力發展署
活動講座,129,1,,https://ielts.idp.com ,https://ielts.idp.com/taiwan/prepare/events,最新雅思活動與講座 - IDP IELTS
活動講座,130,1,train/vali have,https://www.huashan1914.com ,https://www.huashan1914.com/w/huashan1914/exhibition,近期上演/展覽- 華山1914文化創意產業園區
活動講座,131,0.5,pre event,https://www.cospace-taipei.com ,https://www.cospace-taipei.com/blog/categories/event,活動講座 - 台北創新實驗室
活動講座,132,0,,http://wp.wcjhs.tyc.edu.tw/wordpress/gifted/,http://wp.wcjhs.tyc.edu.tw/wordpress/gifted/2023/02/16/111-2%E4%B8%AD%E5%AD%B8%E8%B3%87%E5%84%AA%E5%AD%B8%E7%94%9F%E8%88%87%E5%A4%A7%E5%B8%AB%E5%B0%8D%E8%AB%87%E6%B4%BB%E5%8B%95%E8%AC%9B%E5%BA%A7%E6%B4%BB%E5%8B%95%EF%BC%8C%E8%AB%8B%E5%8F%83%E9%96%B1/,111-2中學資優學生與大師對談活動講座活動，請參閱。
活動講座,133,1,,https://www.digitimes.com.tw ,https://www.digitimes.com.tw/eventplus/,活動+ - DIGITIMES
活動講座,134,0,,https://egoldenyears.com ,https://egoldenyears.com/73985/,2022台北市銀髮免費活動資訊：10月熱門展覽/表演/講座/課程 ...
活動講座,135,0,,https://www.youtube.com ,https://www.youtube.com/watch?v=zU5u8LiICIM,失智症到這裡求助！ 上課活動講座通通免費！【 如果云知道 ...
活動講座,136,1,,https://www.n2.org.tw ,https://www.n2.org.tw/enter/active/36,活動/講座/工作坊 - 全國夏季學院
活動講座,137,1,,https://raisenthu.tw ,https://raisenthu.tw/news.php?type_key=A1ZZPSLWW7,活動講座 - 清華-產業高階人才培訓計畫
活動講座,138,0,,https://tw.sports.yahoo.com ,https://tw.sports.yahoo.com/news/%E5%94%90%E9%B3%B3%E8%B5%B4%E5%98%89%E7%BE%A9%E5%87%BA%E5%B8%AD%E8%AC%9B%E5%BA%A7%E6%B4%BB%E5%8B%95-%E7%BF%81%E7%AB%A0%E6%A2%81%E5%88%B0%E5%A0%B4%E5%8F%83%E8%88%87-%E5%9C%96-084655331.html,唐鳳赴嘉義出席講座活動翁章梁到場參與(圖) - Yahoo奇摩運動
活動講座,139,0,但這個網頁有活動來源,https://www.ksvcs.kh.edu.tw ,https://www.ksvcs.kh.edu.tw/ksvcs/?/article/id-11233/index.html,「2022坎城創意教育系列活動」講座- 研習快報 - 高雄高商
活動講座,140,1,,https://www.yourart.asia ,https://www.yourart.asia/news/index/6,講座 - YOURART藝游網
活動講座,141,1,,https://www.healing.tw ,https://www.healing.tw/category/activity/,活動講座 - 耕心療癒診所
活動講座,142,0,但這個網頁有活動來源,https://rd.nttu.edu.tw ,"https://rd.nttu.edu.tw/p/406-1007-136935,r1010.php?Lang=zh-tw",【研發處】虎尾科技大學辦理「教師增能系列活動」講座活動
活動講座,143,0,沒有外連結,https://www.cook3c.com ,https://www.cook3c.com/zh-tw/events,講座與活動 - Cook 3c
活動講座,144,0,但這個網頁有活動來源,https://deptfin.ccu.edu.tw ,"https://deptfin.ccu.edu.tw/p/406-1118-40991,r94.php?Lang=zh-tw",[研習]國立虎尾科技大學辦理「教師增能系列活動」講座活動資訊
活動講座,145,1,,https://www.ivftaiwan.com ,https://www.ivftaiwan.com/news/44/,院內外活動講座-最新消息-台中茂盛醫院生殖醫學中心
